age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
60,21317.0,3.0,681.0,23976,48,personal,married,0,0.0,own,bachelor,3,0,,0.0,1.125,0.285,0,0.205
57,42189.0,3.0,625.0,13024,60,debt_consolidation,married,1,18924.0,mortgage,bachelor,7,0,,0.449,0.309,0.149,1,0.464
59,54014.0,8.0,466.0,1301,36,education,single,0,24436.0,other,bachelor,4,0,,0.452,0.024,0.172,0,0.46
42,51333.0,,,5948,48,personal,single,1,0.0,mortgage,bachelor,3,0,,0.0,0.116,0.1,0,0.643
56,93087.0,7.0,551.0,3207,72,debt_consolidation,single,0,28316.0,mortgage,bachelor,10,0,,0.304,0.034,0.131,1,0.903
52,62477.0,8.0,752.0,8876,48,debt_consolidation,divorced,0,,rent,bachelor,4,0,,,0.142,0.052,1,0.834
20,46630.0,4.0,752.0,3406,48,debt_consolidation,married,0,34259.0,other,bachelor,4,0,,0.735,0.073,0.039,0,0.49
67,32336.0,5.0,583.0,16468,60,education,single,1,0.0,other,high_school,2,0,,0.0,0.509,0.21,0,0.389
54,56667.0,6.0,571.0,9524,60,car,married,2,14360.0,rent,high_school,0,0,,0.253,0.168,0.148,0,0.385
61,27325.0,1.0,600.0,21334,48,debt_consolidation,divorced,4,14246.0,own,bachelor,3,0,,0.521,0.781,0.256,0,0.106
61,54496.0,2.0,693.0,5235,60,personal,married,2,0.0,own,high_school,1,0,,0.0,0.096,0.073,1,0.617
68,62185.0,,693.0,17553,48,medical,married,1,0.0,rent,high_school,2,0,,0.0,0.282,0.11,0,0.63
47,44589.0,4.0,850.0,14624,60,debt_consolidation,single,0,23970.0,rent,high_school,7,0,,0.538,0.328,0.041,1,0.719
55,34243.0,4.0,625.0,18960,72,business,single,0,13437.0,own,high_school,3,0,,0.392,0.554,0.198,0,0.221
51,5000.0,4.0,657.0,20367,48,debt_consolidation,married,2,15909.0,other,bachelor,5,0,,3.181,4.073,0.35,0,0.02
29,78596.0,3.0,805.0,21436,48,education,married,1,30441.0,rent,bachelor,0,0,,0.387,0.273,0.052,0,0.652
36,60083.0,5.0,673.0,23308,48,debt_consolidation,married,0,9404.0,mortgage,high_school,4,0,,0.157,0.388,0.141,1,0.651
54,60690.0,5.0,563.0,20423,60,medical,single,4,,mortgage,high_school,2,0,,,0.337,0.186,0,0.374
61,10966.0,2.0,677.0,17979,60,debt_consolidation,divorced,0,15286.0,mortgage,high_school,2,0,,1.394,1.639,0.35,0,0.024
66,84496.0,6.0,706.0,8333,12,car,married,0,15685.0,rent,bachelor,3,0,,0.186,0.099,0.067,1,0.817
34,38370.0,3.0,623.0,23507,60,debt_consolidation,single,0,0.0,own,master,4,0,,0.0,0.613,0.211,1,0.428
27,42780.0,4.0,714.0,8031,60,medical,single,1,9701.0,own,high_school,0,0,,0.227,0.188,0.081,1,0.428
66,23268.0,3.0,707.0,12081,60,debt_consolidation,married,0,27376.0,mortgage,bachelor,1,0,,1.177,0.519,0.15,0,0.069
64,5326.0,6.0,613.0,6383,60,debt_consolidation,single,2,8080.0,own,high_school,6,0,,1.517,1.198,0.333,0,0.033
29,78934.0,4.0,774.0,6175,12,debt_consolidation,single,0,2910.0,rent,high_school,2,0,,0.037,0.078,0.03,1,0.864
33,82165.0,1.0,587.0,11830,48,debt_consolidation,single,0,24528.0,rent,bachelor,2,0,,0.299,0.144,0.135,0,0.494
41,45862.0,9.0,685.0,12670,60,medical,divorced,3,10205.0,own,bachelor,2,1,28.0,0.223,0.276,0.163,0,0.338
36,33015.0,7.0,602.0,6864,72,personal,married,0,555.0,other,high_school,1,0,,0.017,0.208,0.141,0,0.473
25,40574.0,5.0,515.0,15220,36,business,single,0,0.0,own,high_school,3,0,,0.0,0.375,0.218,0,0.373
48,41260.0,4.0,679.0,16568,48,personal,married,1,9192.0,mortgage,high_school,2,0,,0.223,0.402,0.141,0,0.402
38,20004.0,,804.0,9551,60,debt_consolidation,married,1,77.0,rent,master,4,0,,0.004,0.477,0.093,1,0.585
34,42694.0,4.0,646.0,37896,60,debt_consolidation,single,0,23522.0,mortgage,high_school,2,0,,0.551,0.888,0.255,0,0.148
40,53828.0,5.0,531.0,18327,48,car,married,0,0.0,own,high_school,2,0,,0.0,0.34,0.202,1,0.439
54,75454.0,4.0,668.0,16183,12,personal,married,3,14174.0,mortgage,master,6,0,,0.188,0.214,0.109,1,0.778
33,50356.0,6.0,,8240,60,education,married,0,16298.0,own,high_school,4,0,,0.324,0.164,0.14,1,0.551
23,10591.0,3.0,734.0,16378,60,home_improvement,married,1,19494.0,mortgage,high_school,5,0,,1.84,1.546,0.342,0,0.015
25,58839.0,7.0,632.0,17408,60,debt_consolidation,married,1,33546.0,own,high_school,4,0,,0.57,0.296,0.143,1,0.475
42,43602.0,5.0,508.0,14965,60,debt_consolidation,single,1,0.0,rent,high_school,5,0,,0.0,0.343,0.215,1,0.503
35,84260.0,6.0,691.0,29187,48,home_improvement,single,2,19119.0,rent,high_school,6,0,,0.227,0.346,0.124,1,0.823
42,85736.0,7.0,667.0,500,72,medical,married,0,19345.0,rent,phd,5,0,,0.226,0.006,0.068,1,0.841
29,86611.0,2.0,626.0,11196,60,debt_consolidation,divorced,1,0.0,own,master,4,0,,0.0,0.129,0.113,1,0.795
32,35960.0,6.0,567.0,22138,48,personal,married,1,13909.0,mortgage,bachelor,3,0,,0.387,0.616,0.24,0,0.207
43,99746.0,4.0,793.0,6033,72,personal,single,0,3707.0,rent,bachelor,7,0,,0.037,0.06,0.03,1,0.955
58,58774.0,6.0,614.0,500,72,personal,single,2,31029.0,own,bachelor,4,0,,0.528,0.009,0.095,1,0.536
62,90660.0,3.0,722.0,9811,60,personal,married,0,1472.0,own,bachelor,6,1,49.0,0.016,0.108,0.111,1,0.774
43,37435.0,6.0,613.0,25439,48,debt_consolidation,single,0,6772.0,own,master,6,0,,0.181,0.68,0.23,0,0.453
64,42535.0,8.0,704.0,6270,48,personal,single,0,4294.0,rent,bachelor,4,0,,0.101,0.147,0.077,1,0.753
49,56851.0,3.0,654.0,11436,36,home_improvement,married,0,0.0,own,high_school,2,0,,0.0,0.201,0.113,0,0.618
27,53797.0,7.0,652.0,19215,36,personal,divorced,1,0.0,rent,high_school,6,0,,0.0,0.357,0.145,1,0.769
33,81370.0,15.0,584.0,9207,48,debt_consolidation,married,0,0.0,rent,master,2,0,,0.0,0.113,0.131,1,0.891
24,44197.0,7.0,692.0,10600,48,home_improvement,single,1,12158.0,own,high_school,4,1,33.0,0.275,0.24,0.152,0,0.388
34,79115.0,6.0,762.0,8479,36,debt_consolidation,single,2,14236.0,rent,master,4,0,,0.18,0.107,0.04,1,0.883
40,68306.0,3.0,567.0,9322,72,debt_consolidation,married,1,22186.0,mortgage,bachelor,4,0,,0.325,0.136,0.144,0,0.523
43,44665.0,2.0,583.0,3371,48,personal,divorced,3,25747.0,mortgage,bachelor,2,0,,0.576,0.075,0.124,0,0.227
38,66367.0,5.0,850.0,12427,48,personal,widowed,0,16010.0,mortgage,high_school,5,0,,0.241,0.187,0.03,1,0.864
39,38168.0,6.0,570.0,25642,48,car,married,0,21950.0,rent,high_school,5,1,47.0,0.575,0.672,0.299,0,0.082
24,108755.0,6.0,606.0,30828,24,car,married,2,17861.0,mortgage,bachelor,4,0,,0.164,0.283,0.154,1,0.805
31,5000.0,4.0,761.0,27498,60,medical,single,0,0.0,mortgage,bachelor,3,0,,0.0,5.499,0.35,0,0.01
32,66824.0,,763.0,16377,36,debt_consolidation,single,1,15721.0,rent,bachelor,4,1,30.0,0.235,0.245,0.118,0,0.465
24,5885.0,6.0,456.0,31589,48,business,single,0,10178.0,rent,bachelor,3,0,,1.729,5.367,0.35,0,0.01
26,44359.0,,711.0,38029,48,home_improvement,widowed,0,1528.0,rent,bachelor,3,0,,0.034,0.857,0.216,1,0.532
68,47860.0,2.0,634.0,16813,48,education,single,0,10183.0,rent,master,7,0,,0.213,0.351,0.153,1,0.61
65,87691.0,2.0,638.0,5094,48,personal,single,2,15359.0,mortgage,master,3,0,,0.175,0.058,0.093,1,0.712
25,32696.0,2.0,,28119,36,home_improvement,divorced,1,6972.0,mortgage,master,1,0,,0.213,0.86,0.2,0,0.227
67,827000.0,5.0,622.0,2965,36,home_improvement,single,1,24877.0,rent,bachelor,2,0,,0.03,0.004,0.096,1,0.665
40,20530.0,7.0,609.0,6135,48,personal,single,1,15118.0,rent,high_school,1,1,78.0,0.736,0.299,0.205,0,0.052
46,83667.0,7.0,624.0,500,60,personal,married,0,23113.0,rent,high_school,2,0,,0.276,0.006,0.089,1,0.724
35,38141.0,9.0,622.0,22274,48,personal,married,1,28847.0,own,bachelor,3,0,,0.756,0.584,0.206,0,0.195
48,51836.0,4.0,678.0,500,36,car,married,1,4063.0,rent,bachelor,7,0,,0.078,0.01,0.063,1,0.821
47,41591.0,7.0,756.0,24929,24,debt_consolidation,divorced,0,3329.0,rent,bachelor,4,0,,0.08,0.599,0.142,1,0.67
69,82059.0,5.0,684.0,33094,60,debt_consolidation,single,2,27352.0,rent,bachelor,7,0,,0.333,0.403,0.139,1,0.781
56,77193.0,7.0,649.0,32278,48,debt_consolidation,divorced,0,0.0,mortgage,master,2,0,,0.0,0.418,0.159,1,0.73
52,61088.0,7.0,694.0,2342,24,medical,married,1,,mortgage,high_school,1,0,,,0.038,0.061,1,0.695
35,21203.0,3.0,712.0,500,60,debt_consolidation,single,1,2689.0,mortgage,master,6,0,,0.127,0.024,0.049,1,0.687
59,32124.0,5.0,696.0,8575,36,education,married,2,0.0,mortgage,high_school,4,0,,0.0,0.267,0.105,1,0.693
56,242860.0,5.0,597.0,23792,48,personal,single,0,17469.0,rent,high_school,4,0,,0.072,0.098,0.298,0,0.071
34,5000.0,5.0,684.0,27038,36,personal,single,0,5987.0,mortgage,master,6,0,,1.197,5.407,0.35,0,0.01
31,81533.0,5.0,480.0,21645,72,debt_consolidation,divorced,1,0.0,rent,phd,6,0,,0.0,0.265,0.213,1,0.717
48,41804.0,8.0,773.0,20280,36,debt_consolidation,single,0,23878.0,own,master,6,0,,0.571,0.485,0.111,0,0.602
41,41538.0,2.0,772.0,38610,48,personal,single,3,0.0,rent,master,4,0,,0.0,0.929,0.2,0,0.466
52,87403.0,6.0,721.0,10220,72,car,single,0,7784.0,rent,master,5,0,,0.089,0.117,0.063,1,0.894
61,38100.0,6.0,750.0,7220,36,personal,single,2,23355.0,own,bachelor,4,0,,0.613,0.189,0.063,1,0.492
62,28988.0,6.0,644.0,3109,48,personal,married,0,23726.0,rent,bachelor,2,0,,0.818,0.107,0.099,0,0.204
51,44381.0,1.0,590.0,19330,36,home_improvement,divorced,2,16413.0,rent,high_school,4,0,,0.37,0.436,0.192,0,0.262
20,21683.0,10.0,550.0,13204,24,home_improvement,married,0,0.0,rent,high_school,5,0,,0.0,0.609,0.247,0,0.461
54,58609.0,5.0,731.0,23250,48,home_improvement,single,1,12408.0,mortgage,bachelor,5,0,,0.212,0.397,0.114,1,0.709
60,406580.0,,590.0,10495,72,education,married,1,15335.0,rent,bachelor,5,0,,0.038,0.026,0.157,0,0.417
57,37318.0,0.0,620.0,21288,48,home_improvement,single,0,3372.0,own,bachelor,2,0,,0.09,0.57,0.204,0,0.25
43,35152.0,7.0,668.0,11161,48,business,single,0,15649.0,mortgage,bachelor,0,0,,0.445,0.317,0.129,0,0.274
40,47344.0,4.0,647.0,13373,48,personal,single,1,0.0,rent,other,3,0,,0.0,0.282,0.133,1,0.589
61,52087.0,6.0,671.0,14320,48,debt_consolidation,single,3,0.0,mortgage,bachelor,9,0,,0.0,0.275,0.12,1,0.876
56,37001.0,4.0,505.0,500,48,personal,married,0,367.0,mortgage,other,6,0,,0.01,0.014,0.15,0,0.58
32,41031.0,2.0,631.0,13600,36,education,divorced,0,20397.0,other,master,0,0,,0.497,0.331,0.151,0,0.216
66,47962.0,4.0,716.0,20621,36,personal,married,1,22903.0,own,bachelor,3,0,,0.478,0.43,0.128,0,0.387
21,45440.0,9.0,615.0,5119,48,debt_consolidation,married,1,0.0,rent,high_school,3,0,,0.0,0.113,0.115,1,0.734
46,50777.0,4.0,581.0,34101,60,debt_consolidation,single,0,32018.0,mortgage,high_school,3,0,,0.631,0.672,0.244,0,0.168
39,33083.0,5.0,726.0,15049,36,debt_consolidation,married,1,11350.0,rent,bachelor,7,0,,0.343,0.455,0.128,1,0.592
42,75115.0,8.0,616.0,8732,48,debt_consolidation,divorced,2,0.0,rent,bachelor,4,0,,0.0,0.116,0.115,1,0.848
30,52421.0,2.0,665.0,8427,36,debt_consolidation,divorced,2,14554.0,rent,bachelor,1,0,,0.278,0.161,0.1,0,0.432
35,37404.0,2.0,633.0,28705,36,personal,single,0,29084.0,mortgage,master,1,1,118.0,0.778,0.767,0.287,0,0.024
50,58610.0,5.0,650.0,6752,48,home_improvement,married,1,2729.0,rent,bachelor,4,0,,0.047,0.115,0.098,1,0.745
33,48141.0,4.0,772.0,17981,60,personal,married,0,24656.0,mortgage,high_school,2,0,,0.512,0.373,0.089,0,0.419
62,6654.0,8.0,696.0,23830,48,car,single,0,31636.0,rent,master,4,0,,4.754,3.581,0.35,0,0.01
59,58524.0,6.0,552.0,20542,36,debt_consolidation,widowed,1,10608.0,mortgage,high_school,5,0,,0.181,0.351,0.194,1,0.564
61,24512.0,9.0,620.0,9373,72,car,single,4,0.0,own,high_school,3,0,,0.0,0.382,0.166,1,0.529
19,73361.0,7.0,617.0,23392,24,personal,single,1,27555.0,rent,high_school,2,0,,0.376,0.319,0.155,0,0.514
52,43956.0,2.0,667.0,16558,60,car,married,1,27502.0,rent,high_school,2,1,45.0,0.626,0.377,0.192,0,0.085
59,69502.0,,723.0,500,60,debt_consolidation,single,1,0.0,rent,master,1,0,,0.0,0.007,0.04,1,0.86
51,34245.0,3.0,653.0,27233,60,personal,divorced,1,8474.0,rent,bachelor,5,1,1.0,0.247,0.795,0.283,0,0.13
47,51748.0,5.0,650.0,8864,72,debt_consolidation,single,0,20812.0,own,bachelor,5,0,,0.402,0.171,0.109,1,0.584
30,80256.0,4.0,471.0,13244,60,medical,single,1,21642.0,other,bachelor,8,0,,0.27,0.165,0.198,1,0.627
30,43275.0,5.0,756.0,18095,36,car,married,0,5662.0,mortgage,bachelor,4,0,,0.131,0.418,0.106,1,0.651
35,352300.0,4.0,637.0,9681,36,debt_consolidation,single,1,0.0,mortgage,bachelor,1,0,,0.0,0.027,0.136,0,0.456
49,66376.0,8.0,671.0,22569,36,debt_consolidation,married,0,33560.0,other,master,4,0,,0.506,0.34,0.132,0,0.601
49,65892.0,0.0,671.0,3962,12,personal,married,1,11341.0,own,bachelor,3,0,,0.172,0.06,0.076,0,0.608
52,36281.0,7.0,588.0,9256,72,personal,married,1,7320.0,rent,master,2,0,,0.202,0.255,0.157,0,0.404
56,5000.0,4.0,630.0,27257,24,car,divorced,1,1176.0,mortgage,master,3,0,,0.235,5.45,0.35,0,0.01
63,34749.0,5.0,588.0,15253,60,debt_consolidation,married,2,,mortgage,high_school,9,0,,,0.439,0.194,0,0.588
69,66934.0,2.0,761.0,4432,60,debt_consolidation,married,0,0.0,other,bachelor,1,0,,0.0,0.066,0.033,1,0.772
46,30624.0,3.0,472.0,15787,60,debt_consolidation,divorced,1,24985.0,mortgage,master,4,0,,0.816,0.515,0.267,0,0.079
66,49727.0,3.0,574.0,19017,48,car,married,1,5937.0,mortgage,master,2,0,,0.119,0.382,0.189,0,0.351
46,33563.0,1.0,624.0,500,60,debt_consolidation,single,0,0.0,mortgage,high_school,5,0,,0.0,0.015,0.091,1,0.619
61,5000.0,3.0,770.0,31543,36,debt_consolidation,single,1,0.0,mortgage,high_school,3,0,,0.0,6.307,0.35,0,0.02
33,33113.0,4.0,,32894,60,home_improvement,married,0,24363.0,own,bachelor,3,0,,0.736,0.993,0.245,0,0.113
61,66828.0,4.0,519.0,16200,36,medical,divorced,2,7866.0,own,high_school,5,0,,0.118,0.242,0.189,1,0.546
64,5000.0,,641.0,12999,72,personal,married,1,0.0,mortgage,high_school,2,0,,0.0,2.599,0.35,0,0.021
27,56304.0,9.0,708.0,15229,36,car,single,0,11986.0,mortgage,high_school,3,0,,0.213,0.27,0.1,1,0.718
47,20348.0,1.0,828.0,23931,36,medical,married,1,5520.0,rent,high_school,2,0,,0.271,1.176,0.221,0,0.144
42,65211.0,3.0,623.0,19526,48,home_improvement,married,1,11657.0,own,bachelor,5,0,,0.179,0.299,0.148,1,0.62
56,67858.0,5.0,555.0,17392,60,home_improvement,single,1,14794.0,mortgage,master,1,1,4.0,0.218,0.256,0.224,0,0.221
37,45701.0,1.0,676.0,28823,60,medical,married,0,0.0,rent,high_school,4,0,,0.0,0.631,0.188,0,0.434
22,45758.0,3.0,647.0,26309,36,medical,married,0,1359.0,rent,bachelor,1,0,,0.03,0.575,0.192,0,0.333
18,29841.0,5.0,687.0,5401,24,home_improvement,married,0,0.0,rent,bachelor,4,0,,0.0,0.181,0.093,1,0.662
47,16360.0,,705.0,23874,36,car,single,1,0.0,mortgage,master,5,0,,0.0,1.459,0.339,0,0.249
66,92452.0,4.0,676.0,26516,48,personal,married,0,580.0,rent,bachelor,4,0,,0.006,0.287,0.119,1,0.825
20,28373.0,6.0,692.0,17783,48,education,single,0,5645.0,own,high_school,4,0,,0.199,0.627,0.179,0,0.465
62,89195.0,,781.0,20990,48,education,married,1,883.0,mortgage,master,2,0,,0.01,0.235,0.056,1,0.902
31,28512.0,3.0,627.0,11926,60,business,single,0,12398.0,rent,master,10,0,,0.435,0.418,0.17,0,0.459
47,63130.0,5.0,,2956,48,debt_consolidation,married,1,5295.0,rent,bachelor,3,0,,0.084,0.047,0.133,1,0.639
67,21555.0,4.0,675.0,33873,72,car,single,1,0.0,mortgage,high_school,2,0,,0.0,1.571,0.35,0,0.107
21,63085.0,4.0,547.0,1605,36,personal,married,1,0.0,mortgage,high_school,11,0,,0.0,0.025,0.132,1,0.869
35,41860.0,4.0,560.0,31813,48,home_improvement,married,1,0.0,rent,high_school,6,0,,0.0,0.76,0.272,0,0.411
54,42187.0,5.0,584.0,14348,48,debt_consolidation,widowed,0,4532.0,mortgage,high_school,2,0,,0.107,0.34,0.176,0,0.415
42,65251.0,4.0,550.0,27474,36,education,single,2,24364.0,mortgage,high_school,3,0,,0.373,0.421,0.209,0,0.377
65,38271.0,8.0,743.0,15229,48,debt_consolidation,single,1,8951.0,mortgage,high_school,2,0,,0.234,0.398,0.108,1,0.582
18,14296.0,3.0,654.0,24374,36,car,single,2,0.0,rent,high_school,3,0,,0.0,1.705,0.35,0,0.076
63,69033.0,5.0,707.0,19489,36,debt_consolidation,single,1,11470.0,own,master,5,0,,0.166,0.282,0.103,1,0.787
32,21352.0,4.0,691.0,8306,48,car,single,1,3212.0,mortgage,bachelor,5,0,,0.15,0.389,0.132,0,0.483
26,62913.0,3.0,633.0,16341,36,education,married,1,18565.0,rent,high_school,3,0,,0.295,0.26,0.136,1,0.536
32,74325.0,5.0,727.0,13571,36,home_improvement,married,3,0.0,rent,other,4,0,,0.0,0.183,0.073,1,0.857
66,40613.0,5.0,611.0,21430,48,home_improvement,single,0,28168.0,rent,master,5,0,,0.694,0.528,0.2,0,0.228
41,79559.0,5.0,637.0,16415,48,debt_consolidation,single,3,,own,high_school,3,0,,,0.206,0.123,1,0.699
21,62045.0,2.0,593.0,17862,24,debt_consolidation,married,1,6867.0,rent,high_school,5,0,,0.111,0.288,0.161,0,0.591
29,32603.0,4.0,762.0,4741,24,home_improvement,single,0,0.0,rent,high_school,5,0,,0.0,0.145,0.048,1,0.775
54,85036.0,4.0,641.0,2219,48,debt_consolidation,married,0,0.0,mortgage,bachelor,6,0,,0.0,0.026,0.085,1,0.897
54,21458.0,7.0,698.0,15706,60,business,single,0,20281.0,own,high_school,4,0,,0.945,0.732,0.197,0,0.109
60,40582.0,2.0,603.0,16816,72,medical,single,3,22048.0,rent,high_school,2,0,,0.543,0.414,0.181,0,0.142
23,44842.0,3.0,718.0,4484,24,debt_consolidation,single,0,25624.0,mortgage,bachelor,7,0,,0.571,0.1,0.061,0,0.609
56,65131.0,4.0,712.0,20716,24,debt_consolidation,single,2,35009.0,own,bachelor,4,0,,0.538,0.318,0.108,1,0.539
63,77886.0,5.0,520.0,21150,24,debt_consolidation,married,0,21237.0,mortgage,high_school,4,0,,0.273,0.272,0.194,0,0.538
41,76320.0,7.0,650.0,16561,48,car,single,4,16112.0,rent,bachelor,3,0,,0.211,0.217,0.118,0,0.717
28,55594.0,5.0,659.0,15157,48,debt_consolidation,married,2,45827.0,rent,high_school,6,0,,0.824,0.273,0.125,0,0.409
30,42993.0,3.0,626.0,2325,48,debt_consolidation,single,1,1818.0,own,bachelor,5,1,119.0,0.042,0.054,0.148,0,0.435
51,5000.0,2.0,761.0,2157,60,home_improvement,married,0,8490.0,other,bachelor,2,0,,1.698,0.431,0.106,0,0.03
42,17146.0,5.0,553.0,18947,60,personal,divorced,1,0.0,rent,bachelor,1,0,,0.0,1.105,0.344,0,0.101
24,94166.0,7.0,614.0,6720,72,medical,married,1,19367.0,mortgage,bachelor,10,0,,0.206,0.071,0.107,1,0.904
69,5000.0,5.0,582.0,7422,24,personal,single,0,6948.0,rent,high_school,2,1,27.0,1.389,1.484,0.35,0,0.01
21,30388.0,5.0,732.0,17788,24,debt_consolidation,married,0,,rent,high_school,7,0,,,0.585,0.151,0,0.691
25,78615.0,7.0,568.0,35377,36,debt_consolidation,married,1,1009.0,rent,high_school,2,0,,0.013,0.45,0.206,0,0.629
37,55243.0,7.0,503.0,11026,12,debt_consolidation,single,3,0.0,mortgage,high_school,6,0,,0.0,0.2,0.189,1,0.693
46,73201.0,10.0,685.0,35507,72,personal,married,2,7466.0,rent,high_school,2,0,,0.102,0.485,0.154,1,0.729
68,63571.0,4.0,639.0,14237,36,debt_consolidation,divorced,0,0.0,rent,high_school,3,0,,0.0,0.224,0.125,1,0.695
62,86740.0,4.0,733.0,20639,48,home_improvement,single,2,0.0,mortgage,bachelor,4,0,,0.0,0.238,0.081,1,0.869
63,57386.0,0.0,715.0,24597,36,home_improvement,married,0,0.0,rent,high_school,5,0,,0.0,0.429,0.128,1,0.659
27,66586.0,3.0,647.0,25325,36,medical,single,2,698.0,rent,master,5,0,,0.01,0.38,0.153,1,0.672
60,31894.0,3.0,535.0,18391,36,debt_consolidation,single,0,3040.0,rent,master,2,0,,0.095,0.577,0.248,0,0.216
51,64658.0,2.0,554.0,12703,36,car,married,0,0.0,other,high_school,5,0,,0.0,0.196,0.162,1,0.623
43,40097.0,9.0,508.0,23281,48,personal,married,0,2273.0,rent,bachelor,6,0,,0.057,0.581,0.262,0,0.489
58,38672.0,8.0,639.0,19240,72,home_improvement,single,0,0.0,other,other,3,0,,0.0,0.498,0.18,1,0.565
66,72368.0,8.0,597.0,10641,48,car,married,0,21741.0,rent,bachelor,4,0,,0.3,0.147,0.131,0,0.685
20,72541.0,4.0,636.0,29091,48,car,married,1,0.0,rent,master,1,1,27.0,0.0,0.401,0.212,0,0.331
23,92211.0,10.0,664.0,19574,12,personal,married,0,25060.0,mortgage,master,2,0,,0.272,0.212,0.11,1,0.792
22,90582.0,3.0,802.0,7508,60,debt_consolidation,single,1,36128.0,own,phd,2,0,,0.399,0.083,0.03,1,0.794
22,72933.0,2.0,696.0,6338,12,debt_consolidation,single,0,27502.0,rent,high_school,3,0,,0.377,0.087,0.069,1,0.632
64,6989.0,2.0,656.0,34589,72,business,divorced,0,0.0,own,high_school,2,0,,0.0,4.948,0.35,0,0.01
40,95692.0,2.0,,10074,48,home_improvement,married,1,17792.0,rent,high_school,6,0,,0.186,0.105,0.158,1,0.723
66,72949.0,6.0,652.0,22529,36,personal,married,1,0.0,mortgage,bachelor,1,0,,0.0,0.309,0.136,1,0.673
26,30853.0,2.0,,18769,48,education,married,2,0.0,mortgage,bachelor,4,0,,0.0,0.608,0.161,0,0.519
52,68223.0,9.0,681.0,22189,72,car,single,0,0.0,rent,high_school,0,1,9.0,0.0,0.325,0.174,0,0.471
37,24068.0,8.0,566.0,34118,36,debt_consolidation,married,2,12042.0,mortgage,high_school,5,0,,0.5,1.418,0.35,0,0.097
18,65466.0,4.0,620.0,101357,36,medical,single,0,0.0,own,bachelor,3,0,,0.0,1.548,0.166,0,0.588
59,17093.0,4.0,656.0,23358,24,medical,single,1,10580.0,rent,high_school,3,0,,0.619,1.366,0.345,0,0.025
52,29795.0,3.0,617.0,13031,48,education,single,1,28937.0,rent,bachelor,5,0,,0.971,0.437,0.179,0,0.161
67,67748.0,9.0,601.0,8354,24,debt_consolidation,married,0,,mortgage,bachelor,5,0,,,0.123,0.124,1,0.853
35,76822.0,10.0,478.0,39195,60,personal,single,1,0.0,rent,bachelor,2,0,,0.0,0.51,0.263,0,0.549
34,58136.0,5.0,589.0,14582,72,debt_consolidation,single,0,398.0,own,high_school,3,0,,0.007,0.251,0.156,1,0.623
41,,5.0,670.0,13933,72,debt_consolidation,single,1,31420.0,mortgage,master,1,0,,0.628,0.279,0.13,0,0.221
20,5000.0,9.0,720.0,17888,24,personal,single,1,20329.0,mortgage,high_school,6,0,,4.065,3.577,0.35,0,0.01
49,44774.0,2.0,656.0,16915,48,medical,married,2,0.0,mortgage,master,4,0,,0.0,0.378,0.148,0,0.524
52,63337.0,5.0,735.0,30928,24,home_improvement,married,0,0.0,rent,master,6,0,,0.0,0.488,0.13,1,0.814
55,42081.0,5.0,644.0,20396,48,personal,single,1,14855.0,mortgage,bachelor,5,1,89.0,0.353,0.485,0.225,0,0.208
30,49436.0,8.0,580.0,1901,60,debt_consolidation,single,1,11464.0,rent,bachelor,4,0,,0.232,0.038,0.118,1,0.651
64,45360.0,6.0,612.0,8404,48,debt_consolidation,married,2,19342.0,mortgage,bachelor,1,0,,0.426,0.185,0.131,0,0.353
42,41957.0,6.0,690.0,15107,60,medical,married,2,0.0,rent,master,8,0,,0.0,0.36,0.127,1,0.779
26,51897.0,7.0,629.0,25256,60,debt_consolidation,married,0,8743.0,rent,high_school,8,0,,0.168,0.487,0.183,1,0.721
21,43183.0,,599.0,500,36,personal,single,0,23440.0,rent,bachelor,2,0,,0.543,0.012,0.103,0,0.329
31,86082.0,5.0,525.0,19939,48,personal,married,0,26929.0,rent,high_school,6,1,31.0,0.313,0.232,0.234,0,0.395
54,5000.0,7.0,579.0,22313,12,debt_consolidation,married,1,0.0,rent,phd,3,0,,0.0,4.462,0.35,0,0.021
51,36354.0,4.0,618.0,23824,36,personal,married,1,8720.0,mortgage,phd,5,1,34.0,0.24,0.655,0.272,0,0.153
28,28244.0,4.0,603.0,14199,36,debt_consolidation,single,2,5710.0,mortgage,bachelor,3,0,,0.202,0.503,0.199,0,0.293
58,55478.0,6.0,572.0,25492,72,car,single,1,0.0,mortgage,bachelor,4,0,,0.0,0.459,0.206,0,0.562
20,51929.0,6.0,775.0,6850,48,personal,married,1,0.0,rent,high_school,4,0,,0.0,0.132,0.039,1,0.843
45,90555.0,4.0,698.0,24455,60,personal,single,0,18505.0,rent,bachelor,7,0,,0.204,0.27,0.105,1,0.853
46,98779.0,3.0,825.0,14384,60,home_improvement,single,0,0.0,other,master,7,0,,0.0,0.146,0.03,1,0.965
26,30673.0,3.0,522.0,15429,60,debt_consolidation,married,0,8151.0,rent,bachelor,5,0,,0.266,0.503,0.24,0,0.246
20,50013.0,10.0,675.0,15318,60,debt_consolidation,married,2,17301.0,own,bachelor,1,0,,0.346,0.306,0.124,0,0.543
42,54908.0,6.0,615.0,21501,36,car,married,0,36287.0,rent,master,6,1,101.0,0.661,0.392,0.221,0,0.192
